region_bld,clim,urt,inc_cl,mat,year,value
C-WEU-BEL,Zone_4A Mixed Humid,urb,q3,perm,2095,1
C-WEU-BEL,Zone_4A Mixed Humid,urb,q3,perm,2100,1
C-WEU-BEL,Zone_4A Mixed Humid,urb,q3,sub,2015,0
C-WEU-BEL,Zone_4A Mixed Humid,urb,q3,sub,2020,0
C-WEU-BEL,Zone_4A Mixed Humid,urb,q3,sub,2025,0
C-WEU-BEL,Zone_4A Mixed Humid,urb,q3,sub,2030,0
C-WEU-BEL,Zone_4A Mixed Humid,urb,q3,sub,2035,0
C-WEU-BEL,Zone_4A Mixed Humid,urb,q3,sub,2040,0
C-WEU-BEL,Zone_4A Mixed Humid,urb,q3,sub,2045,0
C-WEU-BEL,Zone_4A Mixed Humid,urb,q3,sub,2050,0
C-WEU-BEL,Zone_4A Mixed Humid,urb,q3,sub,2055,0
C-WEU-BEL,Zone_4A Mixed Humid,urb,q3,sub,2060,0
C-WEU-BEL,Zone_4A Mixed Humid,urb,q3,sub,2065,0
C-WEU-BEL,Zone_4A Mixed Humid,urb,q3,sub,2070,0
C-WEU-BEL,Zone_4A Mixed Humid,urb,q3,sub,2075,0
C-WEU-BEL,Zone_4A Mixed Humid,urb,q3,sub,2080,0
C-WEU-BEL,Zone_4A Mixed Humid,urb,q3,sub,2085,0
C-WEU-BEL,Zone_4A Mixed Humid,urb,q3,sub,2090,0
C-WEU-BEL,Zone_4A Mixed Humid,urb,q3,sub,2095,0
C-WEU-BEL,Zone_4A Mixed Humid,urb,q3,sub,2100,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,perm,2015,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,perm,2020,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,perm,2025,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,perm,2030,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,perm,2035,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,perm,2040,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,perm,2045,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,perm,2050,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,perm,2055,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,perm,2060,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,perm,2065,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,perm,2070,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,perm,2075,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,perm,2080,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,perm,2085,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,perm,2090,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,perm,2095,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,perm,2100,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,sub,2015,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,sub,2020,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,sub,2025,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,sub,2030,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,sub,2035,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,sub,2040,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,sub,2045,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,sub,2050,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,sub,2055,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,sub,2060,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,sub,2065,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,sub,2070,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,sub,2075,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,sub,2080,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,sub,2085,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,sub,2090,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,sub,2095,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q1,sub,2100,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,perm,2015,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,perm,2020,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,perm,2025,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,perm,2030,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,perm,2035,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,perm,2040,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,perm,2045,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,perm,2050,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,perm,2055,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,perm,2060,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,perm,2065,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,perm,2070,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,perm,2075,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,perm,2080,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,perm,2085,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,perm,2090,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,perm,2095,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,perm,2100,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,sub,2015,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,sub,2020,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,sub,2025,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,sub,2030,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,sub,2035,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,sub,2040,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,sub,2045,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,sub,2050,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,sub,2055,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,sub,2060,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,sub,2065,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,sub,2070,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,sub,2075,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,sub,2080,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,sub,2085,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,sub,2090,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,sub,2095,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q2,sub,2100,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,perm,2015,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,perm,2020,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,perm,2025,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,perm,2030,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,perm,2035,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,perm,2040,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,perm,2045,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,perm,2050,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,perm,2055,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,perm,2060,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,perm,2065,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,perm,2070,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,perm,2075,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,perm,2080,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,perm,2085,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,perm,2090,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,perm,2095,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,perm,2100,1
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,sub,2015,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,sub,2020,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,sub,2025,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,sub,2030,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,sub,2035,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,sub,2040,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,sub,2045,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,sub,2050,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,sub,2055,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,sub,2060,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,sub,2065,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,sub,2070,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,sub,2075,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,sub,2080,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,sub,2085,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,sub,2090,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,sub,2095,0
C-WEU-CHE,Zone_5A Cool Humid,rur,q3,sub,2100,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,perm,2015,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,perm,2020,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,perm,2025,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,perm,2030,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,perm,2035,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,perm,2040,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,perm,2045,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,perm,2050,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,perm,2055,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,perm,2060,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,perm,2065,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,perm,2070,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,perm,2075,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,perm,2080,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,perm,2085,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,perm,2090,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,perm,2095,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,perm,2100,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,sub,2015,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,sub,2020,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,sub,2025,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,sub,2030,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,sub,2035,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,sub,2040,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,sub,2045,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,sub,2050,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,sub,2055,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,sub,2060,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,sub,2065,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,sub,2070,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,sub,2075,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,sub,2080,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,sub,2085,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,sub,2090,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,sub,2095,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q1,sub,2100,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,perm,2015,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,perm,2020,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,perm,2025,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,perm,2030,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,perm,2035,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,perm,2040,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,perm,2045,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,perm,2050,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,perm,2055,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,perm,2060,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,perm,2065,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,perm,2070,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,perm,2075,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,perm,2080,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,perm,2085,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,perm,2090,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,perm,2095,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,perm,2100,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,sub,2015,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,sub,2020,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,sub,2025,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,sub,2030,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,sub,2035,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,sub,2040,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,sub,2045,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,sub,2050,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,sub,2055,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,sub,2060,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,sub,2065,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,sub,2070,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,sub,2075,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,sub,2080,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,sub,2085,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,sub,2090,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,sub,2095,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q2,sub,2100,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,perm,2015,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,perm,2020,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,perm,2025,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,perm,2030,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,perm,2035,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,perm,2040,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,perm,2045,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,perm,2050,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,perm,2055,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,perm,2060,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,perm,2065,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,perm,2070,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,perm,2075,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,perm,2080,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,perm,2085,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,perm,2090,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,perm,2095,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,perm,2100,1
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,sub,2015,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,sub,2020,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,sub,2025,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,sub,2030,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,sub,2035,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,sub,2040,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,sub,2045,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,sub,2050,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,sub,2055,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,sub,2060,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,sub,2065,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,sub,2070,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,sub,2075,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,sub,2080,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,sub,2085,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,sub,2090,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,sub,2095,0
C-WEU-CHE,Zone_5A Cool Humid,urb,q3,sub,2100,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,perm,2015,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,perm,2020,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,perm,2025,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,perm,2030,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,perm,2035,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,perm,2040,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,perm,2045,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,perm,2050,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,perm,2055,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,perm,2060,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,perm,2065,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,perm,2070,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,perm,2075,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,perm,2080,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,perm,2085,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,perm,2090,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,perm,2095,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,perm,2100,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,sub,2015,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,sub,2020,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,sub,2025,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,sub,2030,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,sub,2035,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,sub,2040,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,sub,2045,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,sub,2050,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,sub,2055,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,sub,2060,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,sub,2065,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,sub,2070,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,sub,2075,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,sub,2080,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,sub,2085,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,sub,2090,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,sub,2095,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q1,sub,2100,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,perm,2015,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,perm,2020,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,perm,2025,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,perm,2030,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,perm,2035,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,perm,2040,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,perm,2045,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,perm,2050,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,perm,2055,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,perm,2060,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,perm,2065,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,perm,2070,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,perm,2075,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,perm,2080,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,perm,2085,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,perm,2090,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,perm,2095,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,perm,2100,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,sub,2015,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,sub,2020,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,sub,2025,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,sub,2030,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,sub,2035,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,sub,2040,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,sub,2045,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,sub,2050,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,sub,2055,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,sub,2060,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,sub,2065,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,sub,2070,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,sub,2075,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,sub,2080,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,sub,2085,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,sub,2090,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,sub,2095,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q2,sub,2100,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,perm,2015,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,perm,2020,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,perm,2025,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,perm,2030,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,perm,2035,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,perm,2040,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,perm,2045,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,perm,2050,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,perm,2055,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,perm,2060,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,perm,2065,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,perm,2070,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,perm,2075,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,perm,2080,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,perm,2085,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,perm,2090,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,perm,2095,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,perm,2100,1
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,sub,2015,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,sub,2020,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,sub,2025,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,sub,2030,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,sub,2035,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,sub,2040,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,sub,2045,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,sub,2050,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,sub,2055,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,sub,2060,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,sub,2065,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,sub,2070,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,sub,2075,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,sub,2080,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,sub,2085,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,sub,2090,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,sub,2095,0
C-WEU-CYP,Zone_3A Warm Humid,rur,q3,sub,2100,0
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,perm,2015,1
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,perm,2020,1
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,perm,2025,1
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,perm,2030,1
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,perm,2035,1
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,perm,2040,1
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,perm,2045,1
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,perm,2050,1
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,perm,2055,1
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,perm,2060,1
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,perm,2065,1
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,perm,2070,1
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,perm,2075,1
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,perm,2080,1
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,perm,2085,1
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,perm,2090,1
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,perm,2095,1
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,perm,2100,1
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,sub,2015,0
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,sub,2020,0
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,sub,2025,0
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,sub,2030,0
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,sub,2035,0
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,sub,2040,0
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,sub,2045,0
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,sub,2050,0
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,sub,2055,0
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,sub,2060,0
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,sub,2065,0
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,sub,2070,0
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,sub,2075,0
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,sub,2080,0
C-WEU-CYP,Zone_3A Warm Humid,urb,q1,sub,2085,0
